"id","title","description","director","star1","star2","poster_url","release_date","imdb_rating","our_rating"
"747","Star Trek Into Darkness","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.","J.J. Abrams","Chris Pine","Zachary Quinto","/k3PqsPLkKLDyjZupZ6gqZHPxMv3.jpg",,"7.7","0"
"749","The Social Network","In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.","David Fincher","Jesse Eisenberg","Andrew Garfield","/cq9N64ucEtfIc3eMxNr1VzY9LH9.jpg",,"7.7","0"
"751","The Hangover","When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","Todd Phillips","Zach Galifianakis","Bradley Cooper","/sV49hOlUky6AhVYl4K0d3rergTA.jpg",,"7.7","0"
"752","Skyfall","When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.","Sam Mendes","Daniel Craig","Javier Bardem","/mgcbG1w3lgj9lajGBXVUjLQti8P.jpg",,"7.7","0"
"753","Silver Linings Playbook","After losing his job and wife, and spending time in an institution, a former teacher winds up living with his parents. He wants to rebuild his life and reconcile with his wife, but his father would be happy if he shared his obsession with the Philadelphia Eagles. Things get complicated when he meets Tiffany Maxwell who offers to help him reconnect with his wife if he will do something very important for her in exchange.","David O. Russell","Bradley Cooper","Jennifer Lawrence","/92Ppi99LkZFHUgpxwYRxcKZVZNH.jpg",,"7.7","0"
"755","(500) Days of Summer","Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.","Marc Webb","Zooey Deschanel","Joseph Gordon-Levitt","/1M2i4Mxd03elGOTmEkIvqrHfmyS.jpg",,"7.7","0"
"756","Harry Potter and the Deathly Hallows: Part 1","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","David Yates","Daniel Radcliffe","Emma Watson","/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg",,"7.7","0"
"757","Gake no ue no Ponyo","When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.","Hayao Miyazaki","Cate Blanchett","Matt Damon","/shqLeIkqPAAXM8iT6wVDiXUYz1p.jpg",,"7.7","0"
"758","Frost/Nixon","For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.","Ron Howard","Frank Langella","Michael Sheen","/20wSDAS6rUWhkZQ2PxPC9TRsAd1.jpg",,"7.7","0"
"759","Papurika","When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it and recover it before damage is done: Paprika.","Satoshi Kon","Megumi Hayashibara","TÃ´ru Emori","/3fgcEjBNrhstYgPlG1c8WT7UpIN.jpg",,"7.7","0"
"760","Changeling","Los Angeles, 1928. When single mother Christine Collins leaves for work, her son vanishes without a trace. Five months later, the police reunite mother and son. But when Christine suspects that the boy returned to her isn't her child, her quest for truth exposes a world of corruption.","Clint Eastwood","Angelina Jolie","Colm Feore","/yWs9QUP2kamsnfdV4cloxLM5RUw.jpg",,"7.7","0"
"761","Flipped","When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.","Rob Reiner","Madeline Carroll","Callan McAuliffe","/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg",,"7.7","0"
"764","This Is England","A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends, even like family. Based on experiences of director Shane Meadows.","Shane Meadows","Thomas Turgoose","Stephen Graham","/7ldtxkVW93dTVKRrA2Fe0CSl0S1.jpg",,"7.7","0"
"765","Ex Machina","As members of ESWAT, the elite forces serving Olympus, Deunan and Briaereos are deployed anywhere trouble strikes. Olympus finds itself under a stealth attack - cyborg terrorism, deadly nanotech zealots, and rioting citizens are just some of the threats that Deunan must contend with as she fights to save Olympus!","Alex Garland","Alicia Vikander","Domhnall Gleeson","/5jbIVp6dwGoVovMSXqJfCOGfryP.jpg",,"7.7","0"
"766","Efter brylluppet","A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.","Susanne Bier","Mads Mikkelsen","Sidse Babett Knudsen","/c2nxaEE0yBcg9qeqrisbkvBxTNh.jpg",,"7.7","0"
"767","The Last King of Scotland","Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.","Kevin Macdonald","James McAvoy","Forest Whitaker","/tO40eTUxPoKrmMKBDWViA9pVYg3.jpg",,"7.7","0"
"768","Zodiac","The Zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.","David Fincher","Jake Gyllenhaal","Robert Downey Jr.","/elzsm8vIpYVh0s6ztFEKElqgXqe.jpg",,"7.7","0"
"771","Control","Lee Ray Oliver, a death row inmate, is given a second chance at life if he agrees to undergo a new chemical treatment used to modify behavior.","Anton Corbijn","Sam Riley","Samantha Morton","/kS6JiKIs2byAPeynKXXoaLrDcLO.jpg",,"7.7","0"
"773","Zwartboek","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","Paul Verhoeven","Carice van Houten","Sebastian Koch","/1OK9voMZPeeXZ9OFcT7sUJJxmSw.jpg",,"7.7","0"
"776","Crash","After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims, and he begins to use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.","Paul Haggis","Don Cheadle","Sandra Bullock","/vQNknPEVSAui6IL6eUlDBPfUzcW.jpg",,"7.7","0"
"779","The Machinist","Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.","Brad Anderson","Christian Bale","Jennifer Jason Leigh","/4ngUkStgauKB9L0Jjwkx1Hz1dry.jpg",,"7.7","0"
"780","Ray","Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.","Taylor Hackford","Jamie Foxx","Regina King","/umtxTkop7Ec9UFynjB7Z53lmkX1.jpg",,"7.7","0"
"785","The Last Samurai","Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","Edward Zwick","Tom Cruise","Ken Watanabe","/z354BaTVzKj7E60WLzDoSmUuO4u.jpg",,"7.7","0"
"787","Good Bye Lenin!","Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.","Wolfgang Becker","Daniel BrÃ¼hl","Katrin SaÃŸ","/uBLmfG7MyNXPXI50eMs1ZjxpbnV.jpg",,"7.7","0"
"788","In America","A family of Irish immigrants adjusts to life on the mean streets of Hell's Kitchen while also grieving the death of a child.","Jim Sheridan","Paddy Considine","Samantha Morton","/uJHm54Z8Y6WSTSDvhqGSeKjP88v.jpg",,"7.7","0"
"789","I Am Sam","Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.","Jessie Nelson","Sean Penn","Michelle Pfeiffer","/mOsg2l9zq315ouw55rbNATSwgU1.jpg",,"7.7","0"
"790","Adaptation.","Charlie Kaufman is a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.","Spike Jonze","Nicolas Cage","Meryl Streep","/mkjdussWOjts0Se6hEwfTQdwCv2.jpg",,"7.7","0"
"791","Black Hawk Down","When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.","Ridley Scott","Josh Hartnett","Ewan McGregor","/7jaNOECZG8uS1tlq69HsY5xY8P9.jpg",,"7.7","0"
"792","Road to Perdition","Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.","Sam Mendes","Tom Hanks","Tyler Hoechlin","/cDDyZ2qtBzNAepdTbgxKfFcxREl.jpg",,"7.7","0"
"793","Das Experiment","20 volunteers agree to take part in a seemingly well-paid experiment advertised by the university. It is supposed to be about aggressive behavior in an artificial prison situation. A journalist senses a story behind the ad and smuggles himself in among the test subjects. They are randomly divided into prisoners and guards. What seems like a game at the beginning soon turns into bloody seriousness.","Oliver Hirschbiegel","Moritz Bleibtreu","Christian Berkel","/cTw7AMZ82cxNDYYzqhF73MDs794.jpg",,"7.7","0"
"794","Billy Elliot","County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.","Stephen Daldry","Jamie Bell","Julie Walters","/mTsbahr4SLqgVZkKRN0O8t5iA9y.jpg",,"7.7","0"
"796","Ocean's Eleven","Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.","Steven Soderbergh","George Clooney","Brad Pitt","/43BEez1EGdmNpg8rcPUFToujlii.jpg",,"7.7","0"
"797","Vampire Hunter D: Bloodlust","D, a legendary dhampir competes with a motley family of bounty hunters to track down Charlotte Elbourne, a young woman who has seemingly been abducted by vampire nobleman Meier Link.","Yoshiaki Kawajiri","Andrew Philpot","John Rafter Lee","/lwkwVTNdNeG0a1FT06wr1Ylm1OV.jpg",,"7.7","0"
"798","O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Joel Coen","Ethan Coen","George Clooney","/rbsm633lnt3hKHEpk7FOt3dy82a.jpg",,"7.7","0"
"799","Interstate 60: Episodes of the Road","An aspiring painter meets various characters and learns valuable lessons while traveling across America.","Bob Gale","James Marsden","Gary Oldman","/ppdgXQ7rE9Whf3rCzaawQzmLVnx.jpg",,"7.7","0"
"803","Training Day","On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.","Antoine Fuqua","Denzel Washington","Ethan Hawke","/nuO8o9ltxhI7AZQxePavEZ4TyHa.jpg",,"7.7","0"
"805","Abre los ojos","A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.","Alejandro AmenÃ¡bar","Eduardo Noriega","PenÃ©lope Cruz","/k6xQZq2jkA7xRpvyy2kLWprFwIN.jpg",,"7.7","0"
"806","Being John Malkovich","One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.","Spike Jonze","John Cusack","Cameron Diaz","/1Nyjb7aeRKynWgmOl8he5ZcvWLm.jpg",,"7.7","0"
"807","As Good as It Gets","Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.","James L. Brooks","Jack Nicholson","Helen Hunt","/x7y8ezKtU1vRInk0dmbvDoKgJ8u.jpg",,"7.7","0"
"808","The Fifth Element","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","Luc Besson","Bruce Willis","Milla Jovovich","/wgvc3PmjQGtYYDWaeuV867mnFDs.jpg",,"7.7","0"
"810","Donnie Brasco","An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.","Mike Newell","Al Pacino","Johnny Depp","/7aWpb0sfGteTomS9DP5NWDeD7DL.jpg",,"7.7","0"
"811","Shine","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","Scott Hicks","Geoffrey Rush","Armin Mueller-Stahl","/2NU8w8djgX6SzLrg7rN6yMXWAzC.jpg",,"7.7","0"
"812","Primal Fear","An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.","Gregory Hoblit","Richard Gere","Laura Linney","/a4f6y7gbMmMLrwzJZrwmcNmEBM1.jpg",,"7.7","0"
"813","Hamlet","Modern day adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder in New York City.","Kenneth Branagh","Kenneth Branagh","Julie Christie","/u8Wix09R2qIsT3nPcmJPS1y89j.jpg",,"7.7","0"
"814","A Little Princess","When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.","Alfonso CuarÃ³n","Liesel Matthews","Eleanor Bron","/tcMVpjdEpsXrbPtVrSmh4uDBSiy.jpg",,"7.7","0"
"816","Il postino","Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.","Michael Radford","Massimo Troisi","Massimo Troisi","/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg",,"7.7","0"
"817","Clerks","Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.","Kevin Smith","Brian O'Halloran","Jeff Anderson","/mrfFIDJfmMu4HZsRjzKD1G8vwAy.jpg",,"7.7","0"
"819","Philadelphia","Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.","Jonathan Demme","Tom Hanks","Denzel Washington","/qeuwxIkty0n302HVULQpJhwOMiu.jpg",,"7.7","0"
"820","The Muppet Christmas Carol","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.","Brian Henson","Michael Caine","Kermit the Frog","/kLVWvnUdqQ07WjbAYGpmiD2ZFQa.jpg",,"7.7","0"
"821","Malcolm X","A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.","Spike Lee","Denzel Washington","Angela Bassett","/42mSR48e4h6Zp5BkTUyWPYsAA1X.jpg",,"7.7","0"
"823","Kurenai no buta","In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.","Hayao Miyazaki","ShÃ»ichirÃ´ Moriyama","Tokiko KatÃ´","/pFalq14lacs2oO7Q6YKiNqz5uAC.jpg",,"7.7","0"
"825","A Few Good Men","When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.","Rob Reiner","Tom Cruise","Jack Nicholson","/8UOdqhVP28OcnzNL6DnQf0GDLvR.jpg",,"7.7","0"
"826","Fried Green Tomatoes","Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.","Jon Avnet","Kathy Bates","Jessica Tandy","/ApnB7gY4MrWoPqIw17lEMp1mXJD.jpg",,"7.7","0"
"827","Barton Fink","A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.","Joel Coen","Ethan Coen","John Turturro","/eOn6EtViFLxXAmPPjJR861Dx4PX.jpg",,"7.7","0"
"829","Who Framed Roger Rabbit","'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.","Robert Zemeckis","Bob Hoskins","Christopher Lloyd","/jIrdfersZeOLGf6sgYWDuOaJ09v.jpg",,"7.7","0"
"830","Spoorloos","Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.","George Sluizer","Bernard-Pierre Donnadieu","Gene Bervoets","/pTKFWLYVuS1vlWq9pLgLj22OOWw.jpg",,"7.7","0"
"831","Withnail & I","Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.","Bruce Robinson","Richard E. Grant","Paul McGann","/bOgKCymrdPHPHozhRBNr9XhVD87.jpg",,"7.7","0"
"832","The Last Emperor","A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.","Bernardo Bertolucci","John Lone","Joan Chen","/mTw4n5MYQMftHuGsSmBrgMu7C1H.jpg",,"7.7","0"
"833","Empire of the Sun","Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.","Steven Spielberg","Christian Bale","John Malkovich","/k0eTDxMkVgUmzkM4DNuVCyugoYl.jpg",,"7.7","0"
"834","Der Name der Rose","A German TV documentary that chronicles the daily rehearsals, the filming and all the behind the scenes of Jean-Jacques Annaud's classic ""The Name of the Rose"". From actors perspectives to the ideas used by the director to produce an impeccable international epic adaptation of Umberto Eco's best selling novel, the film presents the obstacles behind the creation of a production of such large scale and also the making of the many difficult scenes, most of the ones presented here are the characters' murders inside the mysterious abbey.","Jean-Jacques Annaud","Sean Connery","Christian Slater","/z4dyCC1hvUw3SIYkgqKVaMjdiSk.jpg",,"7.7","0"
"836","The Purple Rose of Cairo","Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.","Woody Allen","Mia Farrow","Jeff Daniels","/3wwMtp2F7CgmOl2EX9q1r2yjOEk.jpg",,"7.7","0"
"838","Zelig","Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.","Woody Allen","Woody Allen","Mia Farrow","/oCC3rSccbJV9bxMDRedtqI6pnla.jpg",,"7.7","0"
"839","The Verdict","After an innocent man is executed in a case he was responsible for, a Scotland Yard superintendent finds himself investigating the murder of his key witness.","Sidney Lumet","Paul Newman","Charlotte Rampling","/lVs1eNZAasBUdHC9FpRQQFKr5o8.jpg",,"7.7","0"
"840","Star Trek II: The Wrath of Khan","The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.","Nicholas Meyer","William Shatner","Leonard Nimoy","/oXs8kp1oX5N0Mte6U8UUAwmLwt6.jpg",,"7.7","0"
"841","First Blood","When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.","Ted Kotcheff","Sylvester Stallone","Brian Dennehy","/hCxxOJojCUFyuahDx167glJgp7E.jpg",,"7.7","0"
"847","Love and Death","In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.","Woody Allen","Woody Allen","Diane Keaton","/pgtHrfRnVpOWbiGYFVoHM3E9rN.jpg",,"7.7","0"
"848","The Taking of Pelham One Two Three","In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?","Joseph Sargent","Walter Matthau","Robert Shaw","/s3cuXtBxw7os9iE0uXoazJWf9Lh.jpg",,"7.7","0"
"849","Blazing Saddles","A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.","Mel Brooks","Cleavon Little","Gene Wilder","/syUzOlwPqM8pGRhUxPOnmrcGcHb.jpg",,"7.7","0"
"850","Serpico","New York cop Frank Serpico blows the whistle on the rampant corruption in the force only to have his comrades turn against him.","Sidney Lumet","Al Pacino","John Randolph","/zvNMZl0l2qYq0x0ntq8sILiIpLw.jpg",,"7.7","0"
"851","Enter the Dragon","A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.","Robert Clouse","Bruce Lee","John Saxon","/npLwIeUobjVCM4fLfdeLqQhAoey.jpg",,"7.7","0"
"852","Deliverance","Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.","John Boorman","Jon Voight","Burt Reynolds","/aaqbyTRo1bZB34ZdjeWyqnL0qz0.jpg",,"7.7","0"
"854","Dirty Harry","When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.","Don Siegel","Clint Eastwood","Andrew Robinson","/y9xIUJzpJsOjFSzuv4vGwvy3ZYl.jpg",,"7.7","0"
"855","Where Eagles Dare","World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.","Brian G. Hutton","Richard Burton","Clint Eastwood","/vzavBt9c6v4zBaGiwQDO21aNQG9.jpg",,"7.7","0"
"859","A Man for All Seasons","Story of Sir Thomas More, who refused to accept the spiritual leadership of Henry VIII, and faces death as he struggles to remain loyal to his integrity.","Fred Zinnemann","Paul Scofield","Wendy Hiller","/9sLrmccUbASTCfDZpw4ZPCgzfPZ.jpg",,"7.7","0"
"861","Zulu","In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.","Cy Endfield","Stanley Baker","Jack Hawkins","/vIOqw0OBXpSeAxBVYwWqCMrcda8.jpg",,"7.7","0"
"862","Goldfinger","Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.","Guy Hamilton","Sean Connery","Gert FrÃ¶be","/mM4WeXqJd2tu1gCF5GYyAZf2Npl.jpg",,"7.7","0"
"866","The Magnificent Seven","Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.","John Sturges","Yul Brynner","Steve McQueen","/8GXri7UnwE7dVNfUAZVDn7Z8UBZ.jpg",,"7.7","0"
"867","Les yeux sans visage","Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.","Georges Franju","Pierre Brasseur","Alida Valli","/pZVrDhIPF30JTRSkal2Lfk7NwrI.jpg",,"7.7","0"
"869","Rebel Without a Cause","After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.","Nicholas Ray","James Dean","Natalie Wood","/oaRdRdqahtSvHK6VkOphVwGtPRN.jpg",,"7.7","0"
"870","The Ladykillers","An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.","Alexander Mackendrick","Alec Guinness","Peter Sellers","/mdaBC7yEcorGC4uI9U5CEyfWsvK.jpg",,"7.7","0"
"871","Sabrina","Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.","Billy Wilder","Humphrey Bogart","Audrey Hepburn","/ftNimlo6fP4WKRMWnF1ghX4fPUy.jpg",,"7.7","0"
"872","The Quiet Man","An American man returns to the village of his birth in Ireland, where he finds love and conflict.","John Ford","John Wayne","Maureen O'Hara","/5vuQnRJURp6rZoEEnhW0HC7DBQc.jpg",,"7.7","0"
